EmpNo,Attrition,JobRole,Department,DistanceFromHome,Education,EducationField,Age,Gender,YearsAtCompany,YearsInCurrentRole,Years Since Last Promotion,Years CurrManager,Monthly Income,EnvironmentSatisfaction,JobLevel,Job Satisfaction,Marital Status,Num Companies Worked,Over Time,Performance Rating,Relationship Satisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,,,,,,,,
729,No,Sales Executive,Sales,5,Master's,Life Sciences,40,Male,18,13,1,12,10475,4,3,1,Married,5,Yes,4,3,1,20,2,3,1,,,,,,,
730,No,Research Director,Research & Development,7,Bachelor's,Life Sciences,53,Male,5,1,1,3,14814,3,4,3,Married,3,No,3,3,0,32,3,3,,,,,,,,
731,No,Manager,Human Resources,10,Master's,Human Resources,41,Male,21,6,12,6,19141,2,5,4,Divorced,3,No,3,2,3,23,2,2,,,,,,,,
732,No,Sales Executive,Sales,16,Master's,Marketing,60,Male,2,2,2,2,5405,1,2,1,Single,8,No,3,4,0,10,1,3,,,,,,,,
733,No,Manufacturing Director,Research & Development,10,Some university,Life Sciences,27,Male,9,7,1,7,8793,4,3,1,Divorced,1,No,4,3,2,9,4,2,1,,,,,,,
734,No,Manager,Human Resources,1,Bachelor's,Human Resources,41,Male,22,7,2,10,19189,4,5,3,Married,1,No,3,2,1,22,3,3,,,,,,,,
738,No,Sales Representative,Sales,8,Master's,Marketing,50,Male,2,2,2,2,3875,4,1,2,Married,7,No,3,4,1,4,2,3,,,,,,,,
741,Yes,Research Scientist,Research & Development,1,Some university,Life Sciences,28,Female,7,7,3,7,2216,1,1,2,Single,7,Yes,3,4,0,10,4,3,,,,,,,,
742,No,Research Director,Research & Development,8,Bachelor's,Life Sciences,36,Female,8,7,0,5,11713,1,3,1,Married,9,No,3,1,1,10,2,3,,,,,,,,
743,No,Manufacturing Director,Research & Development,1,Bachelor's,Life Sciences,38,Female,1,0,0,0,7861,3,3,3,Single,4,Yes,3,4,0,10,4,4,,,,,,,,
744,No,Laboratory Technician,Research & Development,24,Bachelor's,Medical,44,Male,5,2,1,4,3708,1,1,3,Single,2,No,3,3,0,9,5,3,,,,,,,,
746,No,Sales Executive,Sales,3,Bachelor's,Medical,47,Female,22,2,11,13,13770,4,4,3,Divorced,9,Yes,3,4,2,28,2,2,,,,,,,,
747,No,Sales Executive,Sales,27,Doctorate,Marketing,30,Male,8,7,7,7,5304,3,2,4,Divorced,7,No,4,4,1,10,2,2,1,,,,,,,
749,No,Sales Representative,Sales,10,Bachelor's,Life Sciences,29,Male,1,0,0,0,2642,3,1,3,Single,1,No,3,3,0,1,6,3,,,,,,,,
752,Yes,Research Scientist,Research & Development,19,Bachelor's,Medical,42,Male,2,2,2,2,2759,3,1,3,Divorced,6,Yes,3,4,0,7,2,3,,,,,,,,
754,No,Sales Executive,Sales,15,Bachelor's,Life Sciences,43,Male,2,2,2,2,6804,4,2,4,Married,3,No,3,3,1,7,5,3,,,,,,,,
757,No,Healthcare Representative,Research & Development,8,Some university,Medical,34,Female,5,1,4,3,6142,2,2,3,Single,3,No,3,4,0,10,2,3,,,,,,,,
758,No,Laboratory Technician,Research & Development,9,High school or below,Medical,23,Male,4,3,0,2,2500,2,1,1,Married,1,No,3,4,1,5,2,4,,,,,,,,
760,No,Human Resources,Human Resources,3,Bachelor's,Human Resources,39,Female,8,3,3,6,6389,3,2,2,Married,9,No,3,3,1,12,3,1,,,,,,,,
762,No,Healthcare Representative,Research & Development,9,Bachelor's,Medical,56,Male,10,7,1,1,11103,3,4,4,Married,7,No,3,3,0,30,1,2,,,,,,,,
763,No,Research Scientist,Research & Development,2,High school or below,Medical,40,Female,4,2,2,3,2342,4,1,4,Single,0,Yes,4,4,0,5,2,2,1,,,,,,,
764,No,Healthcare Representative,Research & Development,7,Bachelor's,Medical,27,Female,7,6,0,7,6811,4,2,1,Single,8,No,3,1,0,9,2,1,,,,,,,,
766,No,Sales Representative,Sales,10,Bachelor's,Marketing,29,Male,2,2,2,2,2297,4,1,2,Divorced,1,No,3,4,2,2,2,3,,,,,,,,
769,No,Laboratory Technician,Research & Development,6,Bachelor's,Life Sciences,53,Male,2,2,2,2,2450,4,2,4,Single,2,No,3,4,0,19,4,3,,,,,,,,
771,No,Healthcare Representative,Research & Development,2,Master's,Life Sciences,35,Female,1,0,0,0,5093,4,2,1,Divorced,2,No,3,1,1,16,2,4,,,,,,,,
772,No,Laboratory Technician,Research & Development,24,Master's,Life Sciences,32,Male,10,8,4,7,5309,1,2,4,Married,1,No,3,4,2,10,2,3,,,,,,,,
773,No,Research Scientist,Research & Development,2,Doctorate,Medical,38,Male,1,0,0,1,3057,4,1,3,Married,6,Yes,3,2,1,6,0,1,,,,,,,,
775,No,Manufacturing Director,Research & Development,8,Doctorate,Life Sciences,34,Female,0,0,0,0,5121,2,2,1,Divorced,3,No,3,3,1,7,3,3,,,,,,,,
776,No,Manager,Sales,3,Master's,Marketing,52,Male,34,6,1,16,16856,3,4,1,Married,1,No,3,1,0,34,3,4,,,,,,,,
780,Yes,Research Scientist,Research & Development,1,Master's,Other,33,Male,10,9,7,8,2686,4,1,4,Single,1,Yes,3,3,0,10,2,2,,,,,,,,
781,No,Sales Executive,Sales,26,High school or below,Medical,25,Female,6,5,1,4,6180,3,2,4,Single,1,No,4,2,0,6,5,2,1,,,,,,,
783,No,Sales Representative,Sales,2,Some university,Technical Degree,45,Male,8,7,3,1,6632,2,2,3,Single,0,No,3,1,0,9,3,3,,,,,,,,
784,No,Research Scientist,Research & Development,10,High school or below,Medical,23,Male,2,2,0,2,3505,1,1,3,Single,1,No,3,4,0,2,3,3,,,,,,,,
785,Yes,Sales Executive,Sales,27,Some university,Life Sciences,47,Female,5,4,1,3,6397,2,2,3,Single,4,Yes,3,4,0,8,2,3,,,,,,,,
786,No,Sales Executive,Sales,2,Bachelor's,Other,34,Male,6,5,1,4,6274,4,2,4,Single,1,No,4,3,0,6,5,3,1,,,,,,,
787,Yes,Manager,Research & Development,2,Bachelor's,Medical,55,Male,5,2,1,4,19859,4,5,1,Married,5,Yes,3,4,1,24,2,3,,,,,,,,
789,No,Sales Executive,Sales,8,Master's,Life Sciences,36,Male,10,7,0,9,7587,1,3,1,Single,1,No,3,2,0,10,1,3,,,,,,,,
791,No,Research Scientist,Research & Development,19,Master's,Medical,52,Male,4,3,1,2,4258,4,1,4,Married,0,No,3,1,1,5,3,3,,,,,,,,
792,No,Laboratory Technician,Research & Development,1,Some university,Life Sciences,26,Female,2,2,2,0,4364,1,1,4,Divorced,3,No,3,1,1,5,2,3,,,,,,,,
793,No,Healthcare Representative,Research & Development,27,Bachelor's,Medical,29,Female,8,7,1,1,4335,2,2,3,Married,4,No,3,1,1,11,3,2,,,,,,,,
796,Yes,Sales Executive,Sales,8,Bachelor's,Technical Degree,26,Male,4,3,1,2,5326,4,2,1,Single,6,No,3,3,0,6,2,2,,,,,,,,
797,No,Research Scientist,Research & Development,1,Master's,Life Sciences,34,Female,4,2,1,3,3280,2,1,4,Single,2,No,3,3,0,10,2,3,,,,,,,,
799,No,Manufacturing Director,Research & Development,19,Master's,Medical,54,Female,5,3,1,4,5485,4,2,1,Divorced,9,Yes,3,2,2,9,4,3,,,,,,,,
800,No,Sales Executive,Sales,8,High school or below,Marketing,27,Male,4,2,1,1,4342,3,2,4,Married,0,No,3,2,1,5,3,3,,,,,,,,
802,No,Research Scientist,Research & Development,10,High school or below,Life Sciences,37,Female,5,3,4,3,2782,4,1,1,Divorced,0,Yes,3,2,2,6,3,2,,,,,,,,
803,No,Manufacturing Director,Research & Development,2,Master's,Life Sciences,38,Female,15,7,4,12,5980,1,2,1,Single,6,Yes,3,4,0,17,2,3,,,,,,,,
804,No,Research Scientist,Research & Development,2,Master's,Medical,34,Female,6,5,1,3,4381,3,1,1,Single,1,No,3,3,0,6,3,3,,,,,,,,
805,No,Sales Representative,Sales,8,Master's,Life Sciences,35,Female,3,2,0,2,2572,1,1,4,Married,1,No,3,2,1,3,1,2,,,,,,,,
806,No,Laboratory Technician,Research & Development,1,Bachelor's,Life Sciences,30,Male,2,2,0,2,3833,4,1,3,Married,3,No,4,3,2,7,2,3,1,,,,,,,
807,No,Healthcare Representative,Research & Development,2,Some university,Medical,40,Female,8,7,3,7,4244,3,2,2,Married,1,No,4,4,1,8,2,3,1,,,,,,,
808,No,Sales Executive,Sales,8,Some university,Life Sciences,34,Female,3,2,1,2,6500,3,2,1,Married,5,No,3,2,1,6,1,3,,,,,,,,
809,No,Manager,Research & Development,8,Bachelor's,Life Sciences,42,Male,24,7,14,9,18430,2,5,4,Divorced,1,No,3,2,1,24,4,2,,,,,,,,
811,Yes,Laboratory Technician,Research & Development,6,Bachelor's,Life Sciences,23,Male,0,0,0,0,1601,3,1,1,Married,1,Yes,4,3,2,1,2,3,1,,,,,,,
812,No,Laboratory Technician,Research & Development,9,Bachelor's,Life Sciences,24,Male,1,0,0,0,2694,3,1,2,Divorced,1,No,3,3,3,1,4,3,,,,,,,,
813,No,Laboratory Technician,Research & Development,11,Master's,Life Sciences,52,Female,5,2,1,4,3149,4,2,3,Married,8,No,4,2,1,9,3,3,1,,,,,,,
815,No,Research Director,Research & Development,2,Bachelor's,Medical,50,Male,4,3,0,3,17639,3,4,3,Married,5,No,3,4,0,30,3,3,,,,,,,,
816,Yes,Laboratory Technician,Research & Development,1,Some university,Life Sciences,29,Female,1,0,0,0,2319,2,1,1,Married,1,Yes,3,4,1,1,1,3,,,,,,,,
817,No,Research Director,Research & Development,7,Bachelor's,Medical,33,Male,13,9,3,7,11691,3,3,3,Married,0,No,3,4,0,14,3,4,,,,,,,,
819,Yes,Sales Executive,Sales,16,Bachelor's,Marketing,33,Female,3,2,0,2,5324,1,2,1,Single,5,No,3,3,0,6,3,3,,,,,,,,
820,No,Manager,Research & Development,2,Some university,Other,47,Female,26,14,3,0,16752,3,4,4,Married,1,Yes,3,3,1,26,3,2,,,,,,,,
823,No,Manufacturing Director,Research & Development,1,Bachelor's,Other,36,Female,9,7,0,5,5228,3,2,2,Married,0,No,3,1,1,10,2,3,,,,,,,,
824,No,Research Scientist,Research & Development,23,Some university,Life Sciences,29,Male,10,7,0,7,2700,3,1,3,Married,1,No,4,3,1,10,3,3,1,,,,,,,
825,Yes,Research Director,Research & Development,2,Master's,Life Sciences,58,Male,31,15,13,8,19246,4,5,2,Single,7,Yes,3,4,0,40,2,3,,,,,,,,
826,No,Research Scientist,Research & Development,1,Master's,Life Sciences,35,Female,2,2,2,2,2506,4,1,3,Single,3,No,3,3,0,7,0,3,,,,,,,,
827,No,Manufacturing Director,Research & Development,1,Some university,Life Sciences,42,Female,4,3,0,2,6062,4,2,4,Married,9,Yes,3,4,1,8,4,3,,,,,,,,
828,Yes,Research Scientist,Research & Development,2,Master's,Medical,28,Male,2,2,2,1,4382,3,1,3,Single,6,No,3,4,0,5,3,2,,,,,,,,
829,No,Human Resources,Human Resources,13,Bachelor's,Human Resources,36,Male,5,2,0,4,2143,3,1,2,Married,4,No,3,2,1,8,2,3,,,,,,,,
830,No,Manufacturing Director,Research & Development,4,Bachelor's,Life Sciences,32,Female,14,13,6,8,6162,3,2,3,Married,1,No,3,3,1,14,3,3,,,,,,,,
832,No,Laboratory Technician,Research & Development,16,Master's,Medical,40,Male,1,0,0,0,5094,1,2,3,Single,6,No,3,4,0,10,6,3,,,,,,,,
833,No,Manufacturing Director,Research & Development,2,Bachelor's,Medical,30,Female,0,0,0,0,6877,3,2,4,Single,5,Yes,4,2,0,12,4,2,1,,,,,,,
834,No,Research Scientist,Research & Development,2,Bachelor's,Life Sciences,45,Female,1,0,0,0,2274,2,1,3,Single,1,No,3,4,0,1,3,3,,,,,,,,
836,No,Manufacturing Director,Research & Development,29,Bachelor's,Life Sciences,42,Male,9,8,7,8,4434,2,2,2,Married,1,No,3,4,1,10,3,2,,,,,,,,
837,No,Healthcare Representative,Research & Development,12,Bachelor's,Life Sciences,38,Male,4,3,1,2,6288,1,2,1,Divorced,2,No,3,3,1,13,3,2,,,,,,,,
838,No,Research Scientist,Research & Development,16,Master's,Life Sciences,34,Female,5,2,1,3,2553,3,1,4,Single,1,No,3,3,0,6,3,3,,,,,,,,
840,Yes,Sales Executive,Sales,11,Bachelor's,Marketing,49,Female,9,8,7,7,7654,3,3,4,Married,1,No,3,1,2,9,3,4,,,,,,,,
842,Yes,Sales Executive,Sales,2,High school or below,Medical,55,Male,9,7,7,3,5160,3,2,4,Single,4,No,3,3,0,12,3,2,,,,,,,,
843,No,Research Director,Research & Development,14,Some university,Life Sciences,43,Male,4,1,1,0,17159,2,4,1,Married,6,No,4,3,1,22,3,3,1,,,,,,,
844,No,Research Director,Research & Development,5,High school or below,Technical Degree,27,Male,9,8,0,8,12808,3,3,4,Divorced,1,Yes,3,2,1,9,3,3,,,,,,,,
845,No,Manufacturing Director,Research & Development,7,Bachelor's,Other,35,Male,8,5,1,6,10221,3,3,3,Single,3,No,4,2,0,17,3,4,1,,,,,,,
846,No,Sales Executive,Sales,2,Master's,Marketing,28,Female,8,7,7,5,4779,2,2,2,Married,1,Yes,4,1,0,8,2,3,1,,,,,,,
847,No,Human Resources,Human Resources,3,Some university,Human Resources,34,Male,3,2,0,2,3737,3,1,4,Married,0,No,3,3,1,4,1,1,,,,,,,,
848,Yes,Research Scientist,Research & Development,5,Some university,Medical,26,Female,8,7,1,7,2366,3,1,3,Married,1,Yes,3,1,1,8,2,3,,,,,,,,
850,No,Research Scientist,Research & Development,3,Bachelor's,Medical,27,Male,0,0,0,0,1706,4,1,4,Married,1,No,3,3,3,0,6,2,,,,,,,,
851,No,Manager,Sales,26,Master's,Marketing,51,Female,20,6,4,17,16307,1,4,3,Married,2,No,3,3,1,29,2,2,,,,,,,,
852,No,Healthcare Representative,Research & Development,4,Bachelor's,Medical,44,Male,5,2,2,3,5933,4,2,2,Single,9,No,3,4,0,10,2,2,,,,,,,,
854,No,Research Scientist,Research & Development,2,High school or below,Medical,25,Male,4,3,0,1,3424,1,1,1,Single,7,No,3,3,0,6,3,2,,,,,,,,
855,No,Sales Executive,Sales,1,Bachelor's,Medical,33,Male,9,8,0,8,4037,1,2,1,Divorced,1,No,4,1,1,9,5,3,1,,,,,,,
856,No,Research Scientist,Research & Development,27,High school or below,Medical,35,Female,6,5,1,1,2559,3,1,1,Single,1,No,3,4,0,6,3,2,,,,,,,,
857,No,Sales Executive,Sales,1,Some university,Life Sciences,36,Male,18,14,4,11,6201,2,2,4,Married,1,Yes,3,4,1,18,1,2,,,,,,,,
859,No,Sales Executive,Sales,13,Master's,Life Sciences,32,Male,5,2,0,3,4403,2,2,4,Divorced,2,No,3,3,1,8,3,2,,,,,,,,
861,No,Research Scientist,Research & Development,5,Master's,Life Sciences,30,Male,5,4,0,3,3761,2,1,4,Divorced,9,No,3,2,1,10,3,2,,,,,,,,
862,No,Sales Executive,Sales,7,Some university,Marketing,53,Female,5,2,0,4,10934,1,3,4,Married,7,Yes,3,4,1,35,3,3,,,,,,,,
864,No,Sales Executive,Sales,9,Bachelor's,Marketing,45,Male,5,4,0,2,10761,4,3,1,Divorced,4,Yes,3,3,1,18,2,3,,,,,,,,
865,No,Research Scientist,Research & Development,8,Some university,Medical,32,Female,5,3,1,3,5175,3,2,3,Married,5,No,3,3,1,9,3,2,,,,,,,,
867,No,Manufacturing Director,Research & Development,25,Master's,Medical,52,Female,9,8,0,0,13826,3,4,4,Married,3,No,4,3,0,31,3,3,1,,,,,,,
868,No,Sales Executive,Sales,16,Master's,Marketing,37,Male,1,0,0,0,6334,4,2,3,Divorced,4,No,3,4,2,9,2,3,,,,,,,,
869,No,Human Resources,Human Resources,8,Some university,Medical,28,Male,5,1,0,4,4936,2,1,4,Divorced,1,No,3,4,1,6,6,3,,,,,,,,
872,No,Manufacturing Director,Research & Development,1,Some university,Life Sciences,22,Male,2,2,2,2,4775,4,2,4,Married,6,No,4,1,2,4,2,1,1,,,,,,,
874,No,Laboratory Technician,Research & Development,8,Master's,Life Sciences,44,Male,3,2,0,2,2818,1,1,4,Married,2,Yes,4,3,1,10,2,2,1,,,,,,,
875,No,Research Scientist,Research & Development,2,High school or below,Medical,42,Male,2,1,2,2,2515,2,1,4,Single,5,Yes,3,4,0,8,2,3,,,,,,,,
878,No,Human Resources,Human Resources,8,Bachelor's,Life Sciences,36,Male,5,4,0,3,2342,1,1,1,Married,0,No,4,3,0,6,3,3,1,,,,,,,
879,No,Sales Executive,Sales,3,High school or below,Other,25,Male,5,3,0,3,4194,3,2,1,Married,1,Yes,3,4,0,5,3,3,,,,,,,,
880,No,Manufacturing Director,Research & Development,9,Bachelor's,Life Sciences,35,Female,17,14,5,15,10685,4,3,3,Married,1,Yes,4,2,1,17,2,3,1,,,,,,,
881,Yes,Research Scientist,Research & Development,25,Master's,Life Sciences,35,Female,10,2,7,8,2022,4,1,2,Divorced,1,Yes,3,1,1,10,3,2,,,,,,,,
882,No,Laboratory Technician,Research & Development,1,Bachelor's,Life Sciences,32,Male,3,0,0,2,2314,4,1,4,Divorced,0,No,3,2,1,4,2,3,,,,,,,,
885,No,Sales Executive,Sales,4,High school or below,Marketing,25,Male,5,2,0,3,4256,3,2,1,Married,1,No,3,1,0,5,1,4,,,,,,,,
887,No,Research Scientist,Research & Development,1,Bachelor's,Technical Degree,49,Female,4,2,0,2,3580,3,1,1,Married,2,No,3,2,1,7,2,3,,,,,,,,
888,No,Laboratory Technician,Research & Development,4,High school or below,Life Sciences,24,Male,5,2,3,4,3162,1,1,4,Married,0,No,3,4,0,6,2,2,,,,,,,,
889,No,Sales Executive,Sales,5,Some university,Life Sciences,32,Male,10,8,5,3,6524,2,2,2,Married,1,No,3,4,1,10,3,3,,,,,,,,
893,No,Sales Representative,Sales,9,Bachelor's,Marketing,38,Male,2,2,1,2,2899,2,1,2,Married,0,No,3,4,1,3,3,3,,,,,,,,
894,No,Laboratory Technician,Research & Development,3,Bachelor's,Life Sciences,42,Female,5,3,1,3,5231,3,2,4,Married,2,Yes,3,2,1,17,1,2,,,,,,,,
895,No,Research Scientist,Research & Development,11,Master's,Life Sciences,31,Male,6,4,0,2,2356,4,1,4,Married,3,Yes,3,2,1,8,2,3,,,,,,,,
896,Yes,Sales Representative,Sales,1,Bachelor's,Medical,29,Female,3,2,0,2,2800,2,1,3,Divorced,6,Yes,3,3,3,5,3,3,,,,,,,,
897,No,Sales Executive,Sales,8,Bachelor's,Marketing,53,Male,2,0,2,2,11836,1,4,4,Married,5,No,3,3,1,28,3,3,,,,,,,,
899,No,Manufacturing Director,Research & Development,25,Bachelor's,Technical Degree,35,Male,13,10,4,8,10903,4,3,2,Married,3,No,3,1,0,16,2,3,,,,,,,,
900,No,Sales Representative,Sales,21,Some university,Medical,37,Female,5,4,0,0,2973,3,1,4,Married,5,No,3,2,1,10,3,3,,,,,,,,
901,No,Research Director,Research & Development,23,Master's,Life Sciences,53,Female,12,9,3,8,14275,4,4,4,Single,6,No,3,3,0,33,0,3,,,,,,,,
902,No,Healthcare Representative,Research & Development,1,Bachelor's,Life Sciences,43,Female,5,2,2,2,5562,4,2,4,Married,4,No,3,2,1,12,2,2,,,,,,,,
903,No,Sales Executive,Sales,2,Some university,Marketing,47,Female,7,6,7,7,4537,3,2,4,Married,0,Yes,4,1,1,8,2,3,1,,,,,,,
904,No,Sales Executive,Sales,19,Some university,Medical,37,Male,10,0,0,9,7642,1,3,2,Single,1,Yes,3,4,0,10,2,3,,,,,,,,
905,No,Manager,Research & Development,2,Master's,Life Sciences,50,Male,31,6,14,7,17924,1,4,1,Divorced,1,No,3,4,1,31,3,3,,,,,,,,
909,No,Human Resources,Human Resources,2,Bachelor's,Life Sciences,39,Female,5,4,0,4,5204,4,2,4,Married,8,No,3,3,2,13,2,3,,,,,,,,
910,No,Human Resources,Human Resources,3,Some university,Human Resources,33,Male,4,3,0,3,2277,4,1,2,Divorced,3,Yes,3,3,1,7,4,4,,,,,,,,
911,Yes,Laboratory Technician,Research & Development,25,Master's,Life Sciences,32,Male,1,0,0,1,2795,1,1,4,Single,1,Yes,4,3,0,1,2,1,1,,,,,,,
912,No,Laboratory Technician,Research & Development,7,High school or below,Medical,29,Female,4,3,0,3,2532,1,1,4,Divorced,6,No,3,3,3,8,5,3,,,,,,,,
913,No,Research Scientist,Research & Development,9,Some university,Life Sciences,44,Male,8,7,7,1,2559,2,1,1,Married,1,Yes,3,4,0,8,0,3,,,,,,,,
916,No,Sales Executive,Sales,5,Master's,Medical,28,Male,4,2,0,2,4908,1,2,4,Single,1,No,3,2,0,4,3,3,,,,,,,,
918,Yes,Laboratory Technician,Research & Development,2,High school or below,Life Sciences,58,Male,1,0,0,0,2380,4,1,4,Divorced,9,Yes,3,4,1,3,3,2,,,,,,,,
920,No,Manufacturing Director,Research & Development,8,Bachelor's,Life Sciences,43,Female,1,0,0,0,4765,1,2,2,Divorced,4,No,4,3,1,4,2,4,1,,,,,,,
922,Yes,Sales Representative,Sales,2,Bachelor's,Medical,20,Female,2,2,0,2,2044,3,1,3,Single,1,No,3,4,0,2,3,2,,,,,,,,
923,Yes,Research Scientist,Research & Development,18,High school or below,Other,21,Female,1,0,0,0,2693,4,1,4,Single,1,No,3,1,0,1,3,2,,,,,,,,
924,No,Healthcare Representative,Research & Development,14,High school or below,Life Sciences,36,Male,16,8,4,11,6586,3,2,4,Married,0,Yes,3,1,1,17,2,2,,,,,,,,
925,No,Sales Representative,Sales,2,Master's,Life Sciences,47,Female,3,2,1,2,3294,4,1,4,Single,1,Yes,3,1,0,3,3,2,,,,,,,,
926,Yes,Manufacturing Director,Research & Development,3,High school or below,Life Sciences,22,Female,3,2,0,2,4171,2,2,3,Married,0,Yes,3,1,1,4,3,4,,,,,,,,
927,Yes,Laboratory Technician,Research & Development,2,Master's,Life Sciences,41,Female,7,7,1,0,2778,2,1,4,Divorced,4,Yes,3,3,1,10,1,2,,,,,,,,
930,No,Research Scientist,Research & Development,9,Bachelor's,Medical,28,Female,2,2,2,2,2377,3,1,3,Divorced,5,No,3,2,1,6,2,3,,,,,,,,
932,Yes,Laboratory Technician,Research & Development,6,Bachelor's,Medical,39,Male,2,2,2,2,2404,4,1,1,Married,7,Yes,4,4,0,8,2,1,1,,,,,,,
933,No,Research Scientist,Research & Development,4,Bachelor's,Life Sciences,27,Female,1,1,0,0,2318,2,1,3,Single,1,No,3,3,0,1,2,3,,,,,,,,
934,No,Laboratory Technician,Research & Development,10,Bachelor's,Life Sciences,34,Male,1,0,1,0,2008,2,1,2,Divorced,1,No,3,2,2,1,3,3,,,,,,,,
936,No,Sales Executive,Sales,14,Some university,Medical,42,Female,5,4,0,3,6244,3,2,3,Single,7,No,3,1,0,10,6,3,,,,,,,,
939,No,Research Scientist,Research & Development,1,Master's,Other,33,Male,3,2,0,2,2799,3,1,1,Single,3,Yes,3,2,0,6,1,3,,,,,,,,
940,No,Healthcare Representative,Research & Development,5,Bachelor's,Technical Degree,58,Female,6,0,0,4,10552,3,3,2,Divorced,2,Yes,3,4,1,24,3,3,,,,,,,,
941,No,Sales Representative,Sales,7,Master's,Life Sciences,31,Male,7,7,5,2,2329,2,1,3,Married,3,No,3,2,0,13,2,4,,,,,,,,
942,No,Healthcare Representative,Research & Development,21,High school or below,Life Sciences,35,Female,10,6,0,7,4014,4,2,4,Married,1,Yes,4,4,1,10,2,1,1,,,,,,,
944,No,Laboratory Technician,Research & Development,8,Some university,Other,49,Female,26,9,1,7,7403,1,3,2,Married,4,No,3,3,1,29,3,2,,,,,,,,
945,No,Research Scientist,Research & Development,20,Master's,Medical,48,Male,0,0,0,0,2259,4,1,3,Married,4,No,3,1,2,13,2,2,,,,,,,,
947,No,Sales Executive,Sales,20,Some university,Marketing,31,Female,9,8,0,0,6932,4,2,3,Married,1,No,3,4,1,9,2,2,,,,,,,,
949,No,Research Scientist,Research & Development,7,Master's,Other,36,Male,6,2,0,1,4678,2,1,4,Single,2,No,3,3,0,8,6,3,,,,,,,,
950,No,Research Director,Research & Development,1,Bachelor's,Technical Degree,38,Female,15,12,5,11,13582,4,3,1,Married,1,No,3,2,1,15,3,3,,,,,,,,
951,No,Laboratory Technician,Research & Development,1,Bachelor's,Life Sciences,32,Female,3,0,0,2,2332,3,1,2,Married,6,No,4,3,0,5,3,3,1,,,,,,,
952,Yes,Sales Representative,Sales,19,Some university,Marketing,25,Male,1,0,0,0,2413,3,1,2,Married,1,Yes,3,3,3,1,2,3,,,,,,,,
954,No,Sales Executive,Sales,10,Master's,Marketing,40,Male,1,0,0,0,9705,1,3,2,Divorced,2,No,3,2,1,11,2,2,,,,,,,,
956,No,Sales Executive,Sales,1,Bachelor's,Medical,26,Male,7,7,0,7,4294,3,2,1,Single,1,No,3,2,0,7,2,3,,,,,,,,
957,No,Laboratory Technician,Research & Development,6,Bachelor's,Medical,41,Male,18,13,2,17,4721,4,1,1,Single,2,Yes,3,3,0,20,3,3,,,,,,,,
958,No,Laboratory Technician,Research & Development,2,Master's,Medical,36,Male,11,8,3,9,2519,3,1,3,Single,4,No,4,3,0,16,6,3,1,,,,,,,
959,Yes,Sales Representative,Sales,21,Bachelor's,Other,19,Male,1,0,0,0,2121,4,1,2,Single,1,Yes,3,2,0,1,3,4,,,,,,,,
960,Yes,Laboratory Technician,Research & Development,4,Bachelor's,Technical Degree,20,Male,1,0,0,0,2973,1,1,1,Single,1,No,3,2,0,1,2,3,,,,,,,,
961,No,Healthcare Representative,Research & Development,12,Bachelor's,Medical,31,Female,9,7,8,5,5855,4,2,4,Married,0,Yes,3,3,2,10,2,1,,,,,,,,
964,No,Research Scientist,Research & Development,9,Master's,Medical,40,Male,1,1,0,0,3617,4,1,2,Divorced,8,Yes,3,4,1,3,2,3,,,,,,,,
966,No,Manufacturing Director,Research & Development,3,Master's,Medical,32,Female,8,7,6,3,6725,3,2,1,Married,1,No,3,3,1,8,2,4,,,,,,,,
967,Yes,Sales Executive,Sales,3,High school or below,Life Sciences,36,Male,16,7,3,7,10325,3,3,4,Married,1,Yes,3,1,1,16,6,3,,,,,,,,
969,No,Healthcare Representative,Research & Development,1,Bachelor's,Life Sciences,33,Female,5,0,1,4,6949,2,2,4,Single,0,No,3,1,0,6,3,3,,,,,,,,
970,Yes,Sales Executive,Sales,1,Master's,Life Sciences,37,Male,14,1,11,7,10609,1,3,3,Married,5,No,3,3,0,17,2,1,,,,,,,,
972,No,Laboratory Technician,Research & Development,4,Some university,Life Sciences,45,Male,9,7,0,8,4447,3,2,2,Married,1,No,3,2,0,9,5,2,,,,,,,,
974,No,Sales Representative,Sales,20,Bachelor's,Technical Degree,29,Female,3,1,0,2,2157,3,1,4,Married,1,No,3,2,1,3,5,3,,,,,,,,
975,No,Sales Executive,Sales,18,Bachelor's,Medical,35,Female,5,2,1,0,4601,3,2,3,Married,1,No,3,2,0,5,3,3,,,,,,,,
976,No,Manager,Research & Development,1,Some university,Life Sciences,52,Male,9,8,7,8,17099,4,4,4,Married,2,No,3,2,1,26,2,2,,,,,,,,
977,Yes,Research Scientist,Research & Development,2,Bachelor's,Technical Degree,58,Male,1,0,0,0,2479,4,1,3,Single,4,No,4,1,0,7,4,3,1,,,,,,,
981,No,Manager,Sales,2,Some university,Medical,53,Male,17,13,15,2,14852,3,4,3,Divorced,6,No,3,3,1,22,3,4,,,,,,,,
982,No,Sales Executive,Sales,8,Some university,Other,30,Male,8,4,7,7,7264,3,3,3,Divorced,5,No,3,1,1,10,2,4,,,,,,,,
